"code_unique","leaf_code","tree","cohort","leaf","sp","obs_date","Check list_SILVATECH","Comment","team_climbers","team_labecophysio","UC_Rank","code_unique...10","date_fluch_min","date_fluch_max","Age_leaf_max","Age_leaf_min","leaf_anat","leaf_thickness","leaf_area","leaf_drymass","LMA_leaf","Overlap","note_leafArea","code_unique...22","nb_tablets_LMA","tablet_diameter","tablet_dry_mass_1","tablet_dry_mass_2","LMA_lamina","Comment_Leaf_integrity_Scan","file_name_spectro","fv_/_fm","Co","phy_osmo","PTLP","Curve_Name_Li-6800","Author_adjustment_Li","Curve_adj._quality","gm","total number of points","nombre points enleves","sum of squares","Vcmax(25)","Jmax(25)","was TPU ignored while fitting ?","Comment_1","comments_Licor","comments fitting","code_unique_match","date","Age_leaf_mid","Age_leaf_range","SampleID_num.x","Vcmax25","Jmax25","TPU25","Rday25","StdError_Vcmax25","StdError_Jmax25","StdError_TPU25","StdError_Rday25","Tleaf.x","RHs","Qin.x","Patm","sigma","AIC","Model","Fitting_method","Nmass","Cmass","Smass","SampleID.x","Vcmax_Estimate","Jmax_Estimate","Rd_Estimate","Vcmax_Std. Error","Jmax_Std. Error","Rd_Std. Error","RMSE","Vcmax_QC","Jmax_QC","Vcmax_Estimate_tpu","Jmax_Estimate_tpu","Rd_Estimate_tpu","TPU_Estimate","Vcmax_Std.Error_tpu","Jmax_Std.Error_tpu","Rd_Std.Error_tpu","TPU_Std.Error","RMSE_tpu","TPU_improved_vcmax","TPU_improved_rmse","TPU_created_spuriousjmax","TPU_improved_both","useTPU","Vcmax_Estimate_final","Jmax_Estimate_final","Rd_Estimate_final","TPU_Estimate_final","Vcmax_Std.Error_final","Jmax_Std.Error_final","Rd_Std.Error_final","TPU_Std.Error_final","RMSE_final","filename","SampleID.y","obs","A","Ci","CO2_s","CO2_r","gsw","Pa","Qin.y","RHcham","Tleaf.y","SampleID_num.y","Narea","Carea","CNratio","Vcmax25mass","month","cica","vpd","g1.spots","julian_date","LMA_leaf_QC_dist","thickness_QC_dist","leaf_area_QC_dist","leaf_drymass_QC_dist","Narea_QC_dist","Nmass_QC_dist","Cmass_QC_dist","PTLP_QC_dist","Vcmax_Estimate_final_QC_dist","Jmax_Estimate_final_QC_dist","TPU_Estimate_final_QC_dist","QC_totals"
"11.1.3_20220627","11.1.3","11","1","3","Pouteria_eugenifolia","27/06/2022","ok",NA,"I.Clocher_&_J.Cazal","I.Clocher_&_L.Bonhomme_&_C.Stahl",1,"11.1.3_20220627","44657","44677",82,62,0,0.23,11.974,0.1241,103.641222649073,NA,NA,"11.1.3_20220627",2,0.8,0.0055,0.0052,106.488853503185,"To Complete","12,13,14",0.818,826,-2.065,-2.34908,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-06-27,72,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,46.02,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.733589443795,4769.56906631034,35.4,NA,"Jun",NA,NA,NA,178,0,0,0,0,0,0,0,0,NA,NA,NA,0
"11.1.3_20221013","11.1.3","11","1","3","Pouteria_eugenifolia","13/10/2022","ok",NA,"N.Barbier_&_N.Besson","N.Besson",1,"11.1.3_20221013","44657","44677",190,170,0,0.254,15.018,0.1925,128.179517911839,NA,NA,"11.1.3_20221013",NA,NA,NA,NA,NA,"To Complete","16,17,18",0.781,1062,-2.655,-2.83996,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-10-13,180,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,46.76,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.433879344786,5993.6742575576,43.2962962962963,NA,"Oct",NA,NA,NA,286,0,0,0,0,0,0,0,0,NA,NA,NA,0
"11.1.3_20221207","11.1.3","11","1","3","Pouteria_eugenifolia","44902","ok",NA,"I.Clocher_&_N.Besson","I.Clocher_&_N.Besson",1,"11.1.3_20221207","44657","44677",245,225,0,0.245,13.627,0.1937,142.144272400382,NA,NA,"11.1.3_20221207",NA,NA,NA,NA,NA,"To Complete","7,8,9",0.574,1064,-2.66,-2.84412,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-12-07,235,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,48.35,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.573126880458,6872.67557055845,40.2916666666667,NA,"Dec",NA,NA,NA,341,0,0,0,0,0,0,0,0,NA,NA,NA,0
"11.2.1_20220627","11.2.1","11","2","1","Pouteria_eugenifolia","27/06/2022","ok",NA,"I.Clocher_&_J.Cazal","I.Clocher_&_L.Bonhomme_&_C.Stahl",2,"11.2.1_20220627","44333","44377",406,362,0,0.27,6.814,0.1092,160.258291752275,NA,NA,"11.2.1_20220627",NA,NA,NA,NA,NA,"To Complete","15,16,17",0.796,733,-1.8325,-2.15564,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-06-27,384,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,48.41,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.860874669797,7758.10390372762,47.9306930693069,NA,"Jun",NA,NA,NA,178,0,0,0,0,0,0,0,0,NA,NA,NA,0
"11.2.1_20221013","11.2.1","11","2","1","Pouteria_eugenifolia","13/10/2022","ok",NA,"N.Barbier_&_N.Besson","N.Besson",2,"11.2.1_20221013","44333","44377",514,470,0,0.277,3.871,0.056,144.665461121157,NA,NA,"11.2.1_20221013",NA,NA,NA,NA,NA,"To Complete","19, 20, 21",0.767,927,-2.3175,-2.55916,"Pouteria_11_2.1","N.Besson","0","failed_curve","failed_curve","failed_curve","failed_curve",NA,NA,"failed_curve",NA,"Feuille < chambre (scotch de delimitation du bord de chambre) ambiant A ~1 plateau ~2.5 Cancel Log vers 1600 c02",NA,TRUE,2022-10-13,492,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,48.84,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.23869801085,7065.46112115732,45.2222222222222,NA,"Oct",NA,NA,NA,286,0,0,0,0,0,0,0,0,NA,NA,NA,0
"11.2.1_20221207","11.2.1","11","2","1","Pouteria_eugenifolia","44902","ok",NA,"I.Clocher_&_N.Besson","I.Clocher_&_N.Besson",2,"11.2.1_20221207","44333","44377",569,525,0,0.28,4.123,0.0704,170.749454280863,NA,NA,"11.2.1_20221207",2,0.8,0.0053,0.007,122.412420382166,"To Complete","10,11,12",0.588,NA,NA,NA,"Pouteria_11.2.1","N.Besson","0","failed_curve","failed_curve","failed_curve","failed_curve",NA,NA,"failed_curve","# Pourquoi voit-on 2 cohortes ici que l'on a pas vu aux dates précédantes ? Polycylisme ?","Avant courbe A = 2.5, gsw = 0.03, Plateau à A = NA, Petite feuilles de taille inf. à la taille de la chambre, fermeture des stomates de 0.07 à 0.02, et courbe mal partie, diminution du Ci, Cancel BP à CO2 = 1000",NA,TRUE,2022-12-07,547,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,49.68,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.041959738055,8482.8328886733,50.1818181818182,NA,"Dec",NA,NA,NA,341,0,0,0,0,0,0,0,NA,NA,NA,NA,0
"11.2.2_20220627","11.2.2","11","2","2","Pouteria_eugenifolia","27/06/2022","ok",NA,"I.Clocher_&_J.Cazal","I.Clocher_&_L.Bonhomme_&_C.Stahl",2,"11.2.2_20220627","44333","44377",406,362,1,0.26,NA,NA,NA,NA,NA,"11.2.2_20220627",1,0.8,0.0076,NA,151.273885350318,"To Complete","18,19",0.778,954,-2.385,-2.61532,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA","# Pourquoi voit-on 2 cohortes ici que l'on a pas vu aux dates précédantes ? Polycylisme ?","NA","NA",TRUE,2022-06-27,384,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,42.28,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1481481481481,NA,"Jun",NA,NA,NA,178,NA,0,NA,NA,NA,0,1,0,NA,NA,NA,1
"11.2.2_20221013","11.2.2","11","2","2","Pouteria_eugenifolia","13/10/2022","ok",NA,"N.Barbier_&_N.Besson","N.Besson",2,"11.2.2_20221013","44333","44377",514,470,1,0.294,5.235,0.0998,190.639923591213,NA,NA,"11.2.2_20221013",2,0.8,0.0074,0.0074,147.292993630573,"To Complete","22, 23, 24",0.672,851,-2.1275,-2.40108,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA","# Pourquoi voit-on 2 cohortes ici que l'on a pas vu aux dates précédantes ? Polycylisme ?","NA","NA",TRUE,2022-10-13,492,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,49.44,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.107927411652,9425.23782234957,52.0421052631579,NA,"Oct",NA,NA,NA,286,0,0,0,0,0,0,0,0,NA,NA,NA,0
"11.2.2_20221207","11.2.2","11","2","2","Pouteria_eugenifolia","44902","ok",NA,"I.Clocher_&_N.Besson","I.Clocher_&_N.Besson",2,"11.2.2_20221207","44333","44377",569,525,0,0.269666666666667,2.876,0.0554,192.628650904033,NA,NA,"11.2.2_20221207",NA,NA,NA,NA,NA,"To Complete","16,17,18",0.645,984,-2.46,-2.67772,"Pouteria_11.2.2","N.Besson","0","failed_curve","failed_curve","failed_curve","failed_curve",NA,NA,"failed_curve",NA,"Avant courbe A = 4, gsw = 0.02, Plateau à A = NA",NA,TRUE,2022-12-07,547,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,49.77,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.702364394993,9587.12795549374,50.2727272727273,NA,"Dec",NA,NA,NA,341,0,0,0,0,0,0,0,0,NA,NA,NA,0
"11.2.3_20220627","11.2.3","11","2","3","Pouteria_eugenifolia","27/06/2022","ok",NA,"I.Clocher_&_J.Cazal","I.Clocher_&_L.Bonhomme_&_C.Stahl",2,"11.2.3_20220627","44333","44377",406,362,0,0.27,6.636,0.0869,130.952380952381,NA,NA,"11.2.3_20220627",NA,NA,NA,NA,NA,"To Complete","2,3,4",0.799,891,-2.2275,-2.48428,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-06-27,384,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,53.39,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.571428571429,6991.54761904762,52.343137254902,NA,"Jun",NA,NA,NA,178,0,0,0,0,0,0,0,0,NA,NA,NA,0
"11.2.3_20221013","11.2.3","11","2","3","Pouteria_eugenifolia","13/10/2022","ok",NA,"N.Barbier_&_N.Besson","N.Besson",2,"11.2.3_20221013","44333","44377",514,470,0,0.281,4.728,0.0739,156.302876480541,NA,NA,"11.2.3_20221013",NA,NA,NA,NA,NA,"To Complete","25, 26, 27",0.759,892,-2.23,-2.48636,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-10-13,492,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,48.65,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.798646362098,7604.13494077834,52.8804347826087,NA,"Oct",NA,NA,NA,286,0,0,0,0,0,0,0,0,NA,NA,NA,0
"11.2.3_20221207","11.2.3","11","2","3","Pouteria_eugenifolia","44902","ok",NA,"I.Clocher_&_N.Besson","I.Clocher_&_N.Besson",2,"11.2.3_20221207","44333","44377",569,525,0,0.272666666666667,2.516,0.0431,171.303656597774,NA,NA,"11.2.3_20221207",NA,NA,NA,NA,NA,"To Complete","13,14,15",0.774,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-12-07,547,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,49.09,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.434022257552,8409.29650238474,44.6272727272727,NA,"Dec",NA,NA,NA,341,0,0,0,0,0,0,0,NA,NA,NA,NA,0
"12.1.1_20220201","12.1.1","12","1","1","Pouteria_eugenifolia","44593","ok",NA,"I.Clocher_&_G.Olivier","C.Stahl_&_G.Olvier",1,"12.1.1_20220201","44333","44377",260,216,0,0.295,11.675,0.178,152.462526766595,NA,NA,"12.1.1_20220201",NA,NA,NA,NA,NA,"To Complete","1,2,3",NA,719,-1.7975,-2.12652,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-02-01,238,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,48.52,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.398286937901,7397.4817987152,35.1594202898551,NA,"Feb",NA,NA,NA,32,0,0,0,0,0,0,0,0,NA,NA,NA,0
"12.1.1_20220630","12.1.1","12","1","1","Pouteria_eugenifolia","30/06/2022","ok",NA,"I.Clocher_&_Alpha","I.Clocher_&_L.Bonhomme_&_C.Stahl",1,"12.1.1_20220630","44677","44720",65,22,0,0.37,12.852,0.2278,177.248677248677,NA,NA,"12.1.1_20220630",NA,NA,NA,NA,NA,"To Complete","18,19,20",0.775,782,-1.955,-2.25756,"12.1.1","N.Besson","1","0.92","300","7","56.49991",19.5211242789007,39.8659267093291,"yes",NA,NA,"QC OK, Fitting OK",TRUE,2022-06-30,43.5,43,"13",29.6537624281302,72.8717011699256,NA,0.115632224707187,0.2049512587478,0.299547532910368,NA,0.046175090666968,33.8252777063767,69.9500752129643,1200.00227137914,101.060816423628,0.321922959920438,172.974921546368,"Ac_Aj","A-Ci curve",1.02,43.13,0.1,"12.1.1_20220630",15.4394179306262,52.1032675641978,0.19374710738326,0.17194207433057,NA,0.0311750446187787,3.58848389465457,"good","good",15.4394179306262,52.1032675641978,0.19374710738326,NA,0.17194207433057,NA,0.0311750446187787,NA,3.58848389465457,0,0,0,0,0,15.4394179306262,52.1032675641978,0.19374710738326,NA,0.17194207433057,NA,0.0311750446187787,NA,3.58848389465457,"ACi_12.1.1_20220630.xlsx","12.1.1_20220630",64,4.94884163708863,281.178656791593,394.016714285714,414.524714285714,0.077688429117981,101.077714285714,1200.00428571429,70.1729613428284,33.6528,13,180.793650793651,7644.73544973545,42.2843137254902,0.0871059698175627,"Jun",0.950526472142106,1.57505386621207,24.1123224005409,181,0,0,0,0,0,0,0,0,0,0,NA,0
"12.1.1_20220725","12.1.1","12","1","1","Pouteria_eugenifolia","25/07/2022","ok",NA,"I.Clocher_&_J.Octavie","I.Clocher_&_L.Bonhomme",1,"12.1.1_20220725","44677","44720",90,47,0,0.3027,NA,0.1959,NA,NA,NA,"12.1.1_20220725",NA,NA,NA,NA,NA,"To Complete","10,11,12",0.812,811,-2.0275,-2.31788,"pouteria_12 1.1","N.Besson","1","26.285","300","91","72.213980000000006",23.48063,35.68239,"yes",NA,NA,"QC OK, Fitting OK",TRUE,2022-07-25,68.5,43,"14",60.7388423149823,73.5545051594708,NA,-1.13001215146078,2.65866401559466,1.36263900451106,NA,0.156028354628302,35.7043352261905,70.11703366066,1200.00118035714,101.04758125,1.25065394530602,993.562081335664,"Ac_Aj","A-Ci curve",1.34,48.36,0.13,"12.1.1_20220725",24.8081636472058,54.4662696716334,-1.12755459723019,3.95133074277884,NA,0.186811913888593,21.9520116129444,"good","good",24.8081636472058,54.4662696716334,-1.12755459723019,NA,3.95133074277884,NA,0.186811913888593,NA,21.9520116129444,0,0,0,0,0,24.8081636472058,54.4662696716334,-1.12755459723019,NA,3.95133074277884,NA,0.186811913888593,NA,21.9520116129444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.089552238806,NA,"Jul",NA,NA,NA,206,NA,0,NA,0,NA,0,0,0,0,0,NA,0
"12.1.1_20221017","12.1.1","12","1","1","Pouteria_eugenifolia","17/10/2022","ok",NA,"I.Clocher_&_S.Fourtier","C.Stahl_&_I.Clocher",1,"12.1.1_20221017","44677","44720",174,131,0,0.319,22.595,0.3582,158.530648373534,NA,NA,"12.1.1_20221017",NA,NA,NA,NA,NA,"To Complete","1,2,3",0.653,834,-2.085,-2.36572,"Pouteria_12.1.1","N.Besson","0","failed_curve","failed_curve","failed_curve","failed_curve",NA,NA,"failed_curve",NA,NA,NA,TRUE,2022-10-17,152.5,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,48.16,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.480858597035,7634.8360256694,41.1623931623932,NA,"Oct",NA,NA,NA,290,0,0,0,0,0,0,0,0,NA,NA,NA,0
"12.1.1_20221205","12.1.1","12","1","1","Pouteria_eugenifolia","44900","ok",NA,"I.Clocher_&_N.Besson","I.Clocher_&_N.Besson",1,"12.1.1_20221205","44677","44720",223,180,0,0.273333333333333,26.55,0.4108,154.726930320151,NA,NA,"12.1.1_20221205",NA,NA,NA,NA,NA,"To Complete","19,20,21",0.774,926,-2.315,-2.55708,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-12-05,201.5,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,48.02,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.672316384181,7429.98719397363,40.0166666666667,NA,"Dec",NA,NA,NA,339,0,0,0,0,0,0,0,0,NA,NA,NA,0
"12.1.1_20230306","12.1.1","12","1","1","Pouteria_eugenifolia","44991","ajout listing",NA,"J.Cazal_&_Alpha","N.Besson",1,"12.1.1_20230306","44677","44720",314,271,1,0.279,25.514,0.4066,159.3635,NA,"LMA without petiole","12.1.1_20230306",2,0.8,0.0066,0.0074,139.331210191083,"ToComplete","1,2,3",0.823,NA,NA,NA,"Pouteria_12.1.1","N.Besson","1","0.73799999999999999","350","50","28.462430000000001",41.5851701464726,68.2047620335886,"no",NA,"Avant courbe A = 7.2, gsw = 0.217 Plateau à A = 13, close log à CO2_r = 2140 car coup de vent","QC OK, Fitting OK",TRUE,2023-03-06,292.5,43,"15",39.2094430259155,NA,NA,0.533538994717774,0.245494505828601,NA,NA,0.0431488268929908,31.5745163892938,69.9121413613984,1200.00514901199,101.273848679948,0.270224663332058,27.6434090357625,"Ac","A-Ci curve",1.26,49.46,0.16,"12.1.1_20230306",25.1604341635392,70.1131708098351,0.623668679836212,0.262785931423025,NA,0.0463963141803269,3.48011080855446,"good","good",25.15064535039,70.635072052483,0.621947992052763,5.63431700136488,0.25234287693732,NA,0.0455943432931145,NA,3.23719755562981,1,1,0,2,2,25.15064535039,70.635072052483,0.621947992052763,5.63431700136488,0.25234287693732,NA,0.0455943432931145,NA,3.23719755562981,"ACi_12.1.1_20230306.xlsx","12.1.1_20230306",64.5,7.91760079309152,326.164024092703,398.61975,416.784357142857,0.203019355413675,101.272598214286,1200.03616071429,70.2920151447799,31.4958330357143,15,200.79801,7882.11871,39.2539682539683,0.157819358575772,"Mar",0.956417253115306,1.39650919748802,25.9331160233773,65,0,0,0,0,0,0,0,NA,0,0,0,0
"12.1.2_20220201","12.1.2","12","1","2","Pouteria_eugenifolia","44593","ok",NA,"I.Clocher_&_G.Olivier","C.Stahl_&_G.Olvier",1,"12.1.2_20220201","44333","44377",260,216,0,0.29,10.806,0.1574,145.659818619286,NA,NA,"12.1.2_20220201",NA,NA,NA,NA,NA,"To Complete","4,5,6",NA,669,-1.6725,-2.02252,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-02-01,238,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,48.1,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.380344253193,7006.23727558764,34.113475177305,NA,"Feb",NA,NA,NA,32,0,0,0,0,0,0,0,0,NA,NA,NA,0
"12.1.2_20220630","12.1.2","12","1","2","Pouteria_eugenifolia","30/06/2022","ok",NA,"I.Clocher_&_Alpha","I.Clocher_&_L.Bonhomme_&_C.Stahl",1,"12.1.2_20220630","44677","44720",65,22,0,0.34,8.543,0.1446,169.261383588903,NA,NA,"12.1.2_20220630",NA,NA,NA,NA,NA,"To Complete","21,22,23",0.822,528,-1.32,-1.72924,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-06-30,43.5,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,49.66,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.035818799017,8405.52030902493,42.4444444444444,NA,"Jun",NA,NA,NA,181,0,0,0,0,0,0,0,0,NA,NA,NA,0
"12.1.2_20220725","12.1.2","12","1","2","Pouteria_eugenifolia","25/07/2022","ok",NA,"I.Clocher_&_J.Octavie","I.Clocher_&_L.Bonhomme",1,"12.1.2_20220725","44677","44720",90,47,1,0.2987,NA,0.3066,NA,NA,NA,"12.1.2_20220725",2,0.8,NA,NA,NA,"To Complete","13,14,15",0.4245,883,-2.2075,-2.46764,"NA","NA","NA","NA","NA","NA","NA",NA,NA,"NA",NA,"NA","NA",TRUE,2022-07-25,68.5,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,48.44,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5503875968992,NA,"Jul",NA,NA,NA,206,NA,0,NA,0,NA,0,0,0,NA,NA,NA,0
